id,first_name,second_name,team,team_code,element_type,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
17,Granit,Xhaka,1,3,3,3,2,68,1972,29,488.7,507.4,165.0,5,360,116.3,5,0,7,2.3,52
18,Henrikh,Mkhitaryan,1,3,3,5,2,68,1003,17,278.9,303.6,387.0,9,232,97.1,2,0,0,4.5,67
19,Reiss,Nelson,1,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44
20,Ainsley,Maitland-Niles,1,3,3,1,1,24,521,11,70.9,147.0,92.0,3,101,31.0,0,0,1,0.4,44
21,Danny,Welbeck,1,3,4,1,1,19,146,3,56.8,73.6,66.0,3,63,19.5,0,0,0,0.5,64
22,Alexandre,Lacazette,1,3,4,11,8,129,1803,22,340.8,643.2,902.0,19,445,188.2,4,0,2,11.1,95
23,Pierre-Emerick,Aubameyang,1,3,4,15,6,151,2015,32,358.1,693.4,932.0,24,543,198.2,5,0,0,24.9,110
450,Lucas,Torreira,1,3,3,2,3,70,1937,28,256.0,402.6,177.0,6,367,83.8,5,0,5,4.3,48
451,Matteo,Guendouzi,1,3,3,0,0,35,1553,24,233.8,257.8,99.0,0,249,59.1,2,0,5,1.9,44
542,Emiliano,Martínez,1,3,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40
545,Emile,Smith-Rowe,1,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
546,Zech,Medley,1,3,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
552,Edward,Nketiah,1,3,4,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,50
563,Bukayo,Saka,1,3,3,0,0,1,7,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45
566,Joseph,Willock,1,3,3,0,0,1,2,1,0.0,1.0,0.0,0,3,0.1,0,0,0,0.0,45
581,Carl,Jenkinson,1,3,2,0,0,1,30,1,0.3,1.4,0.0,0,4,0.2,0,0,0,0.0,45
586,Denis,Suárez,1,3,3,0,0,2,38,1,1.3,3.2,0.0,0,4,0.5,0,0,0,0.2,63
24,Asmir,Begovic,2,91,1,0,0,61,1980,42,0.0,421.0,0.0,4,348,42.2,5,0,0,3.1,43
25,Artur,Boruc,2,91,1,0,0,22,450,6,0.0,128.4,0.0,2,98,12.9,2,0,1,8.2,40
26,Simon,Francis,2,91,2,0,2,40,1227,24,173.3,332.4,39.0,0,244,54.4,4,0,1,0.2,43
27,Steve,Cook,2,91,2,1,1,70,2340,47,109.2,627.0,279.0,5,453,101.4,7,0,2,5.8,44
28,Charlie,Daniels,2,91,2,1,0,35,1224,28,189.9,244.4,124.0,0,222,55.9,3,0,2,3.7,41
29,Adam,Smith,2,91,2,1,0,51,1505,20,106.4,239.8,100.0,0,259,44.7,6,1,4,0.5,43
30,Tyrone,Mings,2,91,2,0,0,5,141,4,16.3,49.0,2.0,0,41,6.8,0,0,0,0.1,42
31,Nathan,Aké,2,91,2,3,0,84,2421,48,38.3,707.2,311.0,6,489,105.7,7,0,2,5.1,50
32,Jack,Simpson,2,91,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,5.9,38
34,Marc,Pugh,2,91,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,43
35,Andrew,Surman,2,91,3,0,0,29,1168,31,145.0,139.2,36.0,0,165,32.1,3,0,2,0.2,46
36,Junior,Stanislas,2,91,3,1,3,47,957,23,250.6,187.8,312.0,3,176,75.1,2,0,1,0.1,60
37,Dan,Gosling,2,91,3,0,1,33,1264,21,103.2,212.2,137.0,0,145,45.1,3,0,5,0.1,47
38,Jordon,Ibe,2,91,3,0,1,20,508,15,148.6,71.8,98.0,0,64,31.9,0,0,0,0.2,50
39,Lewis,Cook,2,91,3,0,0,22,719,10,50.4,76.0,36.0,0,91,16.5,3,0,2,0.1,47
40,Ryan,Fraser,2,91,3,5,9,124,2209,43,912.1,634.6,459.0,15,521,200.9,6,0,1,20.5,61
41,Emerson,Hyndman,2,91,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
42,David,Brooks,2,91,3,6,4,94,1585,29,330.2,457.0,522.0,6,289,131.0,7,0,2,2.8,50
43,Callum,Wilson,2,91,4,10,8,114,1726,31,314.8,490.2,753.0,14,367,155.5,6,0,3,10.5,63
44,Lys,Mousset,2,91,4,0,0,17,196,9,46.8,18.4,85.0,0,40,14.7,0,0,1,0.2,49
45,Joshua,King,2,91,4,9,3,106,2035,36,389.4,502.0,780.0,17,356,166.7,7,0,1,6.1,64
46,Jermain,Defoe,2,91,4,0,0,4,22,2,0.0,3.0,23.0,0,12,2.6,0,0,0,0.4,56
241,Nathaniel,Clyne,2,91,2,0,0,20,558,6,24.2,101.0,40.0,0,97,16.5,2,0,1,0.8,44
259,Dominic,Solanke,2,91,4,0,0,5,182,3,25.8,32.8,95.0,0,13,15.4,0,0,0,0.5,47
473,Diego,Rico,2,91,2,0,0,4,500,16,151.4,96.0,19.0,0,73,26.6,0,0,1,0.0,41
494,Jefferson,Lerma,2,91,3,1,1,45,1742,34,151.3,341.2,153.0,3,250,64.7,6,0,10,0.3,45
580,Chris,Mepham,2,91,2,0,0,4,101,1,0.3,14.4,4.0,0,20,1.9,0,0,0,0.0,45
599,Sam,Surridge,2,91,4,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
600,Kyle,Taylor,2,91,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
47,Mathew,Ryan,3,36,1,0,0,71,2070,36,0.0,473.6,0.0,7,368,47.4,4,0,1,2.9,44
48,Lewis,Dunk,3,36,2,2,0,64,2161,37,74.3,562.2,166.0,5,399,80.6,5,1,4,2.2,44
49,Shane,Duffy,3,36,2,5,2,88,2097,36,50.5,727.6,382.0,6,411,116.2,5,1,4,5.7,47
50,Bruno,Saltor Grau,3,36,2,0,1,31,619,6,65.3,104.4,14.0,4,132,18.4,3,0,2,0.3,44
51,Gaëtan,Bong,3,36,2,0,0,41,1625,31,151.1,196.4,8.0,0,226,35.4,4,0,0,0.1,44
52,Markus,Suttner,3,36,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,38
53,Ezequiel,Schelotto,3,36,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.8,38
54,Leon,Balogun,3,36,2,1,0,15,591,10,1.1,134.0,27.0,0,86,16.2,0,0,2,0.1,42
55,Anthony,Knockaert,3,36,3,1,5,55,1289,27,371.7,278.2,277.0,1,209,92.7,2,0,3,0.4,52
56,Dale,Stephens,3,36,3,1,0,40,1584,31,122.8,275.4,46.0,2,235,44.3,3,1,4,3.0,44
57,Beram,Kayal,3,36,3,1,1,27,707,11,53.6,187.2,49.0,0,114,29.1,3,0,4,0.4,44
58,Solomon,March,3,36,3,1,5,79,2054,36,596.3,404.2,284.0,5,293,128.6,5,0,1,0.9,49
59,Pascal,Groß,3,36,3,2,2,58,1361,22,645.5,327.0,290.0,9,263,126.4,2,0,0,1.7,67
60,Davy,Pröpper,3,36,3,1,1,58,2042,36,191.8,321.2,113.0,3,284,62.8,3,0,2,0.1,48
61,José Heriberto,Izquierdo Mena,3,36,3,0,2,23,574,6,61.3,59.2,140.0,0,70,26.1,2,0,1,0.1,59
62,Glenn,Murray,3,36,4,10,0,95,1773,32,134.9,369.4,613.0,13,256,110.4,3,0,3,2.4,63
63,Tomer,Hemed,3,36,4,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49
64,Sam,Baldock,3,36,4,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45
65,Jürgen,Locadia,3,36,4,2,0,45,1005,14,170.6,144.6,332.0,6,134,64.4,3,0,1,0.4,53
66,Florin,Andone,3,36,4,2,0,28,529,7,27.1,97.6,271.0,2,62,39.0,1,0,1,0.2,50
179,David,Button,3,36,1,0,0,15,360,5,0.0,89.2,0.0,2,76,8.9,1,0,0,3.3,40
439,Jason,Steele,3,36,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.2,40
440,Bernardo,Fernandes da Silva Junior,3,36,2,0,1,22,904,13,89.1,224.8,35.0,0,146,35.0,1,0,2,0.1,42
466,Yves,Bissouma,3,36,3,0,0,26,1014,17,108.9,129.2,136.0,0,83,37.4,1,0,3,0.0,46
476,Alireza,Jahanbakhsh,3,36,3,0,0,16,461,5,61.7,46.2,73.0,0,32,18.0,3,0,2,0.6,67
503,Martín,Montoya,3,36,2,0,1,33,1710,33,265.4,365.2,47.0,1,283,67.8,2,0,3,0.2,43
551,Viktor,Gyokeres,3,36,4,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
559,Ben,White,3,36,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
572,Max,Sanders,3,36,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
582,Dan,Burn,3,36,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
67,Tom,Heaton,4,90,1,0,0,33,810,9,20.0,238.4,0.0,3,168,25.8,2,0,1,0.6,48
68,Nick,Pope,4,90,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,48
69,Matthew,Lowton,4,90,2,0,0,22,1208,32,103.3,225.6,28.0,0,193,35.8,3,0,5,0.2,46
70,Ben,Mee,4,90,2,0,2,63,2520,50,91.1,653.0,165.0,4,424,91.0,6,0,7,1.7,46
71,Stephen,Ward,4,90,2,0,0,7,228,6,17.2,48.4,19.0,0,44,8.5,1,0,1,0.5,47
72,James,Tarkowski,4,90,2,3,1,73,2186,45,45.9,760.4,361.0,4,381,116.9,5,0,5,4.5,47
73,Kevin,Long,4,90,2,0,1,16,513,9,11.6,147.8,8.0,0,101,16.8,1,0,0,0.3,41
74,Charlie,Taylor,4,90,2,0,0,57,2340,46,189.6,457.2,27.0,1,371,67.5,5,0,2,0.4,44
75,Phil,Bardsley,4,90,2,0,0,28,1310,18,98.3,227.6,63.0,0,176,38.9,3,0,8,0.2,42
76,Johann Berg,Gudmundsson,4,90,3,2,6,73,1490,32,482.3,361.2,323.0,5,275,116.8,5,0,2,1.1,55
77,Steven,Defour,4,90,3,0,0,10,449,14,36.6,61.4,0.0,0,70,9.9,0,0,0,0.0,53
78,Jeff,Hendrick,4,90,3,1,2,51,1418,34,144.5,157.0,207.0,3,179,50.9,2,0,3,0.2,52
79,Robbie,Brady,4,90,3,0,1,15,598,12,164.6,84.2,81.0,0,59,33.1,1,1,3,0.0,54
80,Ashley,Westwood,4,90,3,0,6,69,1921,37,461.5,400.2,146.0,5,346,101.2,5,0,4,2.9,46
81,Jonathan,Walters,4,90,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47
82,Jack,Cork,4,90,3,1,2,66,2412,45,215.2,373.6,186.0,0,337,77.7,6,0,5,0.6,46
83,Aaron,Lennon,4,90,3,1,1,41,1214,22,121.2,151.6,108.0,2,133,38.0,3,0,1,0.3,49
84,Sam,Vokes,4,90,4,3,0,48,907,20,108.6,152.0,292.0,7,130,54.3,2,0,0,0.7,53
85,Ashley,Barnes,4,90,4,8,3,88,1502,24,230.0,384.8,711.0,10,268,132.0,5,0,5,3.0,57
86,Nahki,Wells,4,90,4,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,45
87,Chris,Wood,4,90,4,7,0,85,1756,34,185.5,319.2,623.0,12,242,111.7,5,0,2,1.2,62
485,Anders,Lindegaard,4,90,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
490,Joe,Hart,4,90,1,0,0,69,1710,41,10.1,594.6,0.0,7,378,60.3,4,0,0,5.1,43
491,Ben,Gibson,4,90,2,1,0,6,62,3,0.4,42.4,33.0,0,17,7.6,0,0,1,0.1,48
495,Matej,Vydra,4,90,4,1,0,14,269,6,22.8,47.2,91.0,0,42,15.8,0,0,1,0.0,56
534,Dwight,McNeil,4,90,3,1,3,37,809,11,268.6,227.0,206.0,1,161,70.0,3,0,1,0.5,44
564,Abd-Al-Ali Morakinyo Olaposi,Koiki,4,90,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
583,Josh,Benson,4,90,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
590,Peter,Crouch,4,90,4,0,1,4,33,0,0.1,0.0,46.0,0,12,4.5,0,0,1,1.3,45
33,Harry,Arter,5,97,3,0,0,40,1757,38,149.6,179.6,142.0,0,194,47.2,5,0,7,0.2,49
88,Neil,Etheridge,5,97,1,0,0,114,2520,55,10.0,812.4,0.0,15,563,82.0,7,0,2,12.8,47
89,Alex,Smithies,5,97,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
90,Sean,Morrison,5,97,2,0,4,64,2139,49,183.2,446.8,358.0,2,341,98.9,6,0,4,0.3,47
91,Sol,Bamba,5,97,2,4,1,96,2430,50,51.0,779.0,304.0,11,462,113.4,7,0,6,4.9,47
92,Bruno,Ecuele Manga,5,97,2,0,1,69,2520,55,102.9,505.2,104.0,2,425,71.5,7,0,0,0.4,44
93,Matthew,Connolly,5,97,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.6,38
94,Joe,Bennett,5,97,2,0,1,54,1768,36,186.5,318.8,43.0,4,294,54.9,6,0,2,0.4,44
95,Lee,Peltier,5,97,2,0,0,19,642,12,21.9,126.6,6.0,0,99,15.5,2,0,1,4.0,39
96,Ashley Darel Jazz,Richards,5,97,2,0,0,1,97,4,1.5,12.2,0.0,0,11,1.5,0,0,0,0.5,39
97,Greg,Halford,5,97,2,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
98,Joe,Ralls,5,97,3,0,0,35,1574,33,393.8,222.4,155.0,0,180,76.9,4,1,3,0.1,46
99,David Junior,Hoilett,5,97,3,2,1,53,1510,38,183.1,169.6,288.0,1,138,63.4,4,0,4,0.1,50
100,Nathaniel,Mendez-Laing,5,97,3,1,0,25,502,10,99.7,123.6,140.0,1,99,36.5,2,0,0,0.0,48
101,Callum,Paterson,5,97,3,4,2,78,1956,41,310.8,266.4,539.0,4,221,111.4,5,0,4,0.8,50
102,Aron,Gunnarsson,5,97,3,1,1,48,1449,26,151.4,265.8,139.0,3,197,55.6,5,0,3,0.9,44
103,Anthony,Pilkington,5,97,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44
104,Loïc,Damour,5,97,3,0,0,2,21,2,1.0,0.6,8.0,0,6,0.9,0,0,0,0.1,43
105,Danny,Ward,5,97,3,1,0,19,331,11,56.7,60.2,69.0,0,58,18.3,0,0,0,0.2,43
