assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2,235,100,100,3,40845,0,0,-1,1,122.8,0,0,3,1.3,0.8,2,Dale,1.3,31,1,44.3,56,False,275.4,0,0,0,0,1584,,2019-02-02T17:01:21Z,44,0,0,0,40845.jpg,2.0,1,0,Stephens,3.0,False,6,a,3,36,46.0,40,79113,20,463187,53,0.3,9.1,Stephens,4
1,0,114,None,None,3,38490,0,0,-1,1,53.6,0,0,3,0.0,-0.5,0,Beram,0.0,11,1,29.1,57,False,187.2,0,0,0,0,707,,None,44,0,0,0,38490.jpg,2.3,0,0,Kayal,0.4,False,7,a,3,36,49.0,27,88995,0,76420,23,0.0,6.1,Kayal,4
5,5,293,100,100,5,109345,0,0,-1,1,596.3,1,0,3,2.0,1.5,2,Solomon,2.0,36,1,128.6,58,False,404.2,0,0,0,0,2054,,2019-02-10T12:01:20Z,49,0,0,0,109345.jpg,2.9,0,0,March,0.9,False,20,a,3,36,284.0,79,185900,188,141027,108,0.4,16.1,March,1
2,9,263,75,100,2,60307,0,0,-3,3,645.5,1,0,3,2.6,3.0,1,Pascal,3.5,22,2,126.4,59,False,327.0,0,0,0,0,1361,Muscle injury - 75% chance of playing,2019-02-26T22:31:20Z,67,0,1,0,60307.jpg,3.1,0,0,Groß,1.7,False,13,d,3,36,290.0,58,78082,62,356089,195,0.5,8.7,Groß,0
1,3,284,100,100,3,66242,0,0,-2,2,191.8,1,0,3,4.0,3.5,10,Davy,4.0,36,1,62.8,60,False,321.2,0,0,0,0,2042,,2019-02-16T17:31:21Z,48,0,0,0,66242.jpg,2.5,0,0,Pröpper,0.1,False,24,a,3,36,113.0,58,5914,122,10476,9,0.8,12.1,Pröpper,2
2,0,70,100,75,2,167473,0,0,-1,1,61.3,0,0,3,0.3,-0.2,1,José Heriberto,0.3,6,0,26.1,61,False,59.2,0,0,0,0,574,,2018-12-04T22:31:16Z,59,0,0,0,167473.jpg,2.3,0,0,Izquierdo Mena,0.1,False,19,a,3,36,140.0,23,4366,2,12622,3,0.1,3.9,Izquierdo,1
0,13,256,100,75,3,20529,0,0,-2,2,134.9,1,0,4,4.5,3.0,2,Glenn,4.5,32,10,110.4,62,False,369.4,0,0,0,0,1773,,2019-02-16T17:31:21Z,63,0,0,0,20529.jpg,3.5,0,0,Murray,2.4,False,17,a,3,36,613.0,95,720515,541,646741,389,0.7,15.1,Murray,3
0,0,0,0,0,0,38499,0,0,-1,1,0.0,0,0,4,0.0,0.0,0,Tomer,0.0,0,0,0.0,63,False,0.0,0,0,0,0,0,Season-long loan to Queens Park Rangers,2018-08-23T13:01:11Z,49,0,0,0,38499.jpg,0.0,0,0,Hemed,0.1,False,25,u,3,36,0.0,0,1424,0,11115,0,0.0,0.0,Hemed,0
0,0,0,0,0,0,28462,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Sam,0.0,0,0,0.0,64,False,0.0,0,0,0,0,0,Transferred to Reading,2018-08-01T08:30:27Z,45,0,0,0,28462.jpg,0.0,0,0,Baldock,0.3,False,9,u,3,36,0.0,0,1634,1,16576,4,0.0,0.0,Baldock,0
0,6,134,100,75,3,106757,0,0,-2,2,170.6,1,0,4,1.8,1.0,1,Jürgen,1.8,14,2,64.4,65,False,144.6,0,0,0,0,1005,,2019-02-16T20:31:20Z,53,0,0,0,106757.jpg,2.1,0,0,Locadia,0.4,False,9,a,3,36,332.0,45,63585,27,51732,94,0.3,8.5,Locadia,1
0,2,62,100,0,1,93284,0,0,0,0,27.1,0,0,4,0.5,0.0,0,Florin,0.5,7,2,39.0,66,False,97.6,0,0,0,0,529,,2019-02-10T12:01:20Z,50,0,0,0,93284.jpg,1.9,0,0,Andone,0.2,False,10,a,3,36,271.0,28,42047,4,38688,31,0.1,5.6,Andone,1
0,2,76,100,100,1,50093,0,0,0,0,0.0,0,0,1,0.0,-0.5,0,David,0.0,5,0,8.9,179,False,89.2,0,0,0,0,360,,2018-11-08T15:31:14Z,40,0,0,0,50093.jpg,3.8,0,14,Button,3.3,False,27,a,3,36,0.0,15,204220,31,110727,291,0.0,3.8,Button,0
0,0,0,None,None,0,49262,0,0,0,0,0.0,0,0,1,0.0,-0.5,0,Jason,0.0,0,0,0.0,439,False,0.0,0,0,0,0,0,,None,40,0,0,0,49262.jpg,0.0,0,0,Steele,1.2,False,23,a,3,36,0.0,0,24426,5,36609,14,0.0,0.0,Steele,0
1,0,146,100,100,1,209362,0,0,-3,3,89.1,0,0,2,0.0,-0.5,0,Bernardo,0.0,13,0,35.0,440,False,224.8,0,0,0,0,904,,2019-01-03T00:01:17Z,42,0,0,0,209362.jpg,2.0,0,0,Fernandes da Silva Junior,0.1,False,30,a,3,36,35.0,22,8995,5,15151,17,0.0,5.2,Bernardo,2
0,0,83,100,100,1,227127,0,0,-4,4,108.9,0,0,3,1.3,0.8,1,Yves,1.3,17,0,37.4,466,False,129.2,0,0,0,0,1014,,2019-01-17T14:01:18Z,46,0,0,0,227127.jpg,1.4,0,0,Bissouma,0.0,False,8,a,3,36,136.0,26,1630,0,3236,1,0.3,5.7,Bissouma,3
0,0,32,100,100,3,165210,0,0,-3,3,61.7,0,0,3,0.3,-0.2,0,Alireza,0.3,5,0,18.0,476,False,46.2,0,0,0,0,461,,2018-12-20T15:31:16Z,67,0,0,0,165210.jpg,1.5,0,0,Jahanbakhsh,0.6,False,16,a,3,36,73.0,16,2155,6,48222,3,0.0,2.4,Jahanbakhsh,2
1,1,283,None,None,2,86153,0,0,-2,2,265.4,0,0,2,2.5,2.0,0,Martín,2.5,33,0,67.8,503,False,365.2,0,0,0,0,1710,,None,43,0,0,0,86153.jpg,1.7,0,0,Montoya,0.2,False,22,a,3,36,47.0,33,14241,73,14565,21,0.6,7.7,Montoya,3
0,0,0,None,None,0,224117,0,0,0,0,0.0,0,0,4,0.0,-0.5,0,Viktor,0.0,0,0,0.0,551,False,0.0,0,0,0,0,0,,None,45,0,0,0,224117.jpg,0.0,0,0,Gyokeres,0.1,False,42,a,3,36,0.0,0,11462,44,6628,22,0.0,0.0,Gyokeres,0
0,0,0,0,0,0,198869,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Ben,0.0,0,0,0.0,559,False,0.0,0,0,0,0,0,Season-long loan to Peterborough,2019-01-07T10:30:21Z,40,0,0,0,198869.jpg,0.0,0,0,White,0.0,False,28,u,3,36,0.0,0,601,0,447,1,0.0,0.0,White,0
0,0,0,75,75,0,215062,0,0,0,0,0.0,0,0,3,0.0,-0.4,0,Max,0.0,0,0,0.0,572,False,0.0,0,0,0,0,0,Knock - 75% chance of playing,2019-02-16T17:31:21Z,45,0,0,0,215062.jpg,0.0,0,0,Sanders,0.0,False,41,d,3,36,0.0,0,153,1,87,1,0.0,0.0,Sanders,0
0,0,0,None,None,0,78916,0,0,0,0,0.0,0,0,2,0.0,-0.5,0,Dan,0.0,0,0,0.0,582,False,0.0,0,0,0,0,0,,None,45,0,0,0,78916.jpg,0.0,0,0,Burn,0.0,False,33,a,3,36,0.0,0,80,2,38,0,0.0,0.0,Burn,0
0,3,168,100,100,2,21205,0,0,-2,2,20.0,0,0,1,3.1,2.6,1,Tom,2.6,9,0,25.8,67,False,238.4,0,0,0,0,810,,2018-08-12T12:31:12Z,48,0,0,0,21205.jpg,3.7,0,34,Heaton,0.6,False,1,a,4,90,0.0,33,43041,130,18446,75,0.5,6.9,Heaton,1
0,0,0,100,100,0,98747,0,0,-2,2,0.0,0,0,1,0.5,0.0,0,Nick,0.0,0,0,0.0,68,False,0.0,0,0,0,0,0,,2018-07-27T07:01:08Z,48,0,0,0,98747.jpg,0.0,0,0,Pope,0.2,False,29,a,4,90,0.0,0,1229,1,15705,2,0.0,0.0,Pope,0
0,0,193,100,100,3,68983,0,0,-4,4,103.3,0,0,2,0.5,0.0,0,Matthew,0.0,32,0,35.8,69,False,225.6,0,0,0,0,1208,,2019-01-24T16:01:21Z,46,0,0,0,68983.jpg,1.5,0,0,Lowton,0.2,False,2,a,4,90,28.0,22,11062,2,48458,2,0.0,4.8,Lowton,5
2,4,424,None,None,6,51927,0,0,-4,4,91.1,0,0,2,1.7,1.2,0,Ben,1.2,50,0,91.0,70,False,653.0,0,0,0,0,2520,,None,46,1,0,0,51927.jpg,2.3,0,0,Mee,1.7,False,6,a,4,90,165.0,63,100353,53,261179,62,0.3,13.7,Mee,7
0,0,44,100,100,1,40616,0,0,-3,3,17.2,0,0,2,0.5,0.0,0,Stephen,0.0,6,0,8.5,71,False,48.4,0,0,0,0,228,,2018-10-16T15:31:15Z,47,0,0,0,40616.jpg,2.3,0,0,Ward,0.5,False,23,a,4,90,19.0,7,12215,2,114960,5,0.0,1.5,Ward,1
1,4,381,100,100,5,17761,0,0,-3,3,45.9,1,0,2,2.1,1.6,1,James,1.6,45,3,116.9,72,False,760.4,0,0,0,0,2186,,2018-12-01T15:01:16Z,47,0,0,0,17761.jpg,2.9,0,0,Tarkowski,4.5,False,5,a,4,90,361.0,73,324397,276,581301,226,0.3,15.5,Tarkowski,5
1,0,101,100,100,1,41674,0,0,-4,4,11.6,0,0,2,0.5,0.0,0,Kevin,0.0,9,0,16.8,73,False,147.8,0,0,0,0,513,,2019-02-07T16:01:20Z,41,0,0,0,41674.jpg,2.7,0,0,Long,0.3,False,28,a,4,90,8.0,16,11544,7,40503,8,0.0,3.9,Long,0
0,1,371,None,None,5,103914,0,0,-1,1,189.6,0,0,2,1.9,1.4,1,Charlie,1.4,46,0,67.5,74,False,457.2,0,0,0,0,2340,,None,44,0,0,0,103914.jpg,2.0,0,0,Taylor,0.4,False,3,a,4,90,27.0,57,35271,64,29827,23,0.3,13.0,Taylor,2
0,0,176,100,100,3,17997,0,0,-3,3,98.3,0,0,2,1.7,1.2,1,Phil,1.2,18,0,38.9,75,False,227.6,0,0,0,0,1310,,2019-01-24T16:01:21Z,42,0,0,0,17997.jpg,1.9,0,0,Bardsley,0.2,False,26,a,4,90,63.0,28,10160,67,11614,14,0.3,6.7,Bardsley,8
6,5,275,100,100,5,60586,0,0,-5,5,482.3,1,0,3,2.1,1.6,2,Johann Berg,1.6,32,2,116.8,76,False,361.2,0,0,0,0,1490,,2019-01-10T16:01:17Z,55,0,0,0,60586.jpg,3.5,0,0,Gudmundsson,1.1,False,7,a,4,90,323.0,73,327512,34,383638,35,0.3,13.3,Gudmundsson,2
0,0,70,0,0,0,39847,0,0,-2,2,36.6,0,0,3,0.0,0.0,0,Steven,0.0,14,0,9.9,77,False,61.4,0,0,0,0,449,Calf injury - Unknown return date,2019-01-31T16:01:19Z,53,0,0,0,39847.jpg,1.7,0,0,Defour,0.0,False,16,i,4,90,0.0,10,1034,0,1729,2,0.0,1.9,Defour,0
2,3,179,None,None,2,83314,0,0,-3,3,144.5,1,0,3,2.1,1.6,1,Jeff,1.6,34,1,50.9,78,False,157.0,0,0,0,0,1418,,None,52,0,0,0,83314.jpg,2.2,0,0,Hendrick,0.2,False,13,a,4,90,207.0,51,11754,5,15361,8,0.3,9.8,Hendrick,3
1,0,59,100,100,1,90517,0,0,-1,1,164.6,0,0,3,1.1,0.6,1,Robbie,0.6,12,0,33.1,79,False,84.2,0,0,0,0,598,,2019-01-28T02:31:22Z,54,0,0,0,90517.jpg,1.3,1,0,Brady,0.0,False,12,a,4,90,81.0,15,1507,2,2710,4,0.1,2.8,Brady,3
6,5,346,75,100,5,60551,0,0,1,-1,461.5,0,0,3,1.9,2.0,0,Ashley,2.0,37,0,101.2,80,False,400.2,0,0,0,0,1921,Illness - 75% chance of playing,2019-02-26T22:31:20Z,46,0,0,0,60551.jpg,2.9,0,0,Westwood,2.9,False,18,d,4,90,146.0,69,356148,134,225997,561,0.4,15.0,Westwood,4
0,0,0,0,0,0,12813,0,0,-3,3,0.0,0,0,3,0.0,0.0,0,Jonathan,0.0,0,0,0.0,81,False,0.0,0,0,0,0,0,Achilles injury - Expected back 30 Mar,2018-08-30T16:31:13Z,47,0,0,0,12813.jpg,0.0,0,0,Walters,0.0,False,None,i,4,90,0.0,0,729,1,3432,0,0.0,0.0,Walters,0
2,0,337,100,100,6,40145,0,0,-4,4,215.2,0,0,3,2.9,2.4,2,Jack,2.4,45,1,77.7,82,False,373.6,0,0,0,0,2412,,2018-11-10T14:01:14Z,46,0,0,0,40145.jpg,2.4,0,0,Cork,0.6,False,4,a,4,90,186.0,66,40270,94,68678,37,0.5,14.3,Cork,5
1,2,133,0,0,3,17349,0,0,-1,1,121.2,1,0,3,0.0,0.0,0,Aaron,0.0,22,1,38.0,83,False,151.6,0,0,0,0,1214,Knee injury - Unknown return date,2018-12-19T01:01:16Z,49,0,0,0,17349.jpg,2.6,0,0,Lennon,0.3,False,25,i,4,90,108.0,41,131280,0,139132,9,0.0,8.4,Lennon,1
0,7,130,0,0,2,40399,0,0,-2,2,108.6,0,0,4,0.0,0.0,0,Sam,0.0,20,3,54.3,84,False,152.0,0,0,0,0,907,Transferred to Stoke City,2019-01-31T19:31:20Z,53,0,0,0,40399.jpg,2.4,0,0,Vokes,0.7,False,9,u,4,90,292.0,48,187016,0,216535,58,0.0,9.1,Vokes,0
3,10,268,100,100,5,44699,0,0,-3,3,230.0,1,0,4,6.7,6.2,2,Ashley,6.2,24,8,132.0,85,False,384.8,0,0,0,0,1502,,2018-07-24T09:01:08Z,57,0,0,0,44699.jpg,3.3,0,0,Barnes,3.0,False,10,a,4,90,711.0,88,272356,1368,145746,284,1.1,15.4,Barnes,5
0,0,0,0,0,0,92383,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Nahki,0.0,0,0,0.0,86,False,0.0,0,0,0,0,0,Season-long loan to Queens Park Rangers,2018-08-23T23:01:12Z,45,0,0,0,92383.jpg,0.0,0,0,Wells,0.8,False,21,u,4,90,0.0,0,13475,1,94218,11,0.0,0.0,Wells,0
0,12,242,100,100,5,60689,0,0,-3,3,185.5,1,0,4,7.5,7.0,2,Chris,7.0,34,7,111.7,87,False,319.2,0,0,0,0,1756,,2018-08-12T12:31:12Z,62,0,0,0,60689.jpg,3.0,0,0,Wood,1.2,False,11,a,4,90,623.0,85,103107,833,59299,209,1.1,13.7,Wood,2
0,0,0,None,None,0,39725,0,0,-2,2,0.0,0,0,1,0.5,0.0,0,Anders,0.0,0,0,0.0,485,False,0.0,0,0,0,0,0,,None,43,0,0,0,39725.jpg,0.0,0,0,Lindegaard,0.1,False,22,a,4,90,0.0,0,952,0,4997,1,0.0,0.0,Lindegaard,0
0,7,378,None,None,4,15749,0,0,-2,2,10.1,2,0,1,0.5,0.0,0,Joe,0.0,41,0,60.3,490,False,594.6,0,0,0,0,1710,,None,43,0,0,1,15749.jpg,3.6,0,77,Hart,5.1,False,20,a,4,90,0.0,69,536146,33,560113,281,0.0,16.0,Hart,0
0,0,17,0,0,0,83312,0,0,-2,2,0.4,0,0,2,0.0,0.0,0,Ben,0.0,3,1,7.6,491,False,42.4,0,0,0,0,62,,2018-09-03T16:31:13Z,48,0,0,0,83312.jpg,6.0,0,0,Gibson,0.1,False,14,a,4,90,33.0,6,1751,5,16282,5,0.0,1.3,Gibson,1
0,0,42,100,100,0,81183,0,0,-4,4,22.8,0,0,4,0.7,0.2,1,Matej,0.2,6,1,15.8,495,False,47.2,0,0,0,0,269,,2018-08-10T14:31:13Z,56,0,0,0,81183.jpg,1.6,0,0,Vydra,0.0,False,27,a,4,90,91.0,14,3592,1,9458,4,0.0,2.5,Vydra,1
3,1,161,None,None,3,433154,0,0,-1,1,268.6,0,0,3,3.9,3.4,1,Dwight,3.4,11,1,70.0,534,False,227.0,0,0,0,0,809,,None,44,0,0,0,433154.jpg,3.4,0,0,McNeil,0.5,False,31,a,4,90,206.0,37,43419,196,13312,67,0.8,8.4,McNeil,1
0,0,0,0,0,0,432793,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Abd-Al-Ali Morakinyo Olaposi,0.0,0,0,0.0,564,False,0.0,0,0,0,0,0,Season-long loan to Swindon Town,2019-01-10T17:01:18Z,40,0,0,0,432793.jpg,0.0,0,0,Koiki,0.0,False,42,u,4,90,0.0,0,422,0,362,0,0.0,0.0,Koiki,0
0,0,0,None,None,0,217401,0,0,0,0,0.0,0,0,3,0.5,0.0,0,Josh,0.0,0,0,0.0,583,False,0.0,0,0,0,0,0,,None,45,0,0,0,217401.jpg,0.0,0,0,Benson,0.0,False,46,a,4,90,0.0,0,123,1,67,2,0.0,0.0,Benson,0
1,0,12,None,None,0,3773,0,0,0,0,0.1,0,0,4,1.5,1.0,0,Peter,1.0,0,0,4.5,590,False,0.0,0,0,0,0,33,,None,45,0,0,0,3773.jpg,2.0,0,0,Crouch,1.3,False,15,a,4,90,46.0,4,101901,527,26345,376,0.2,0.9,Crouch,1
0,0,194,100,100,5,48615,0,0,-1,1,149.6,0,0,3,0.5,0.5,0,Harry,1.0,38,0,47.2,33,False,179.6,0,0,0,0,1757,,2019-01-30T15:31:18Z,49,0,0,0,48615.jpg,1.8,0,0,Arter,0.2,False,7,a,5,97,142.0,40,3907,1,13095,1,0.2,8.2,Arter,7
0,15,563,None,None,7,88734,0,0,2,-2,10.0,3,0,1,2.1,2.1,1,Neil,2.6,55,0,82.0,88,False,812.4,0,0,0,0,2520,,None,47,0,0,3,88734.jpg,4.1,0,98,Etheridge,12.8,False,1,a,5,97,0.0,114,1015995,228,386045,1970,0.6,24.3,Etheridge,2
0,0,0,None,None,0,45220,0,0,-2,2,0.0,0,0,1,-0.5,-0.5,0,Alex,0.0,0,0,0.0,89,False,0.0,0,0,0,0,0,,None,43,0,0,0,45220.jpg,0.0,0,0,Smithies,0.1,False,12,a,5,97,0.0,0,2462,3,6175,4,0.0,0.0,Smithies,0
4,2,341,100,100,6,49982,0,0,-3,3,183.2,0,0,2,-0.5,-0.5,0,Sean,0.0,49,0,98.9,90,False,446.8,0,0,0,0,2139,,2019-01-18T12:01:18Z,47,0,0,0,49982.jpg,2.7,0,0,Morrison,0.3,False,4,a,5,97,358.0,64,45981,5,65281,14,0.0,13.6,Morrison,4
1,11,462,None,None,7,19523,0,0,2,-2,51.0,1,0,2,3.7,3.7,1,Sol,4.2,50,4,113.4,91,False,779.0,0,0,0,0,2430,,None,47,0,0,0,19523.jpg,3.6,0,0,Bamba,4.9,False,22,a,5,97,304.0,96,386103,1403,149027,734,0.9,20.4,Bamba,6
1,2,425,None,None,7,49382,0,0,-1,1,102.9,0,0,2,1.7,1.7,1,Bruno,2.2,55,0,71.5,92,False,505.2,0,0,0,0,2520,,None,44,0,0,0,49382.jpg,2.5,0,0,Ecuele Manga,0.4,False,5,a,5,97,104.0,69,31460,51,17159,89,0.5,15.7,Ecuele Manga,0
0,0,0,None,None,0,27698,0,0,-2,2,0.0,0,0,2,-0.5,-0.5,0,Matthew,0.0,0,0,0.0,93,False,0.0,0,0,0,0,0,,None,38,0,0,0,27698.jpg,0.0,0,0,Connolly,2.6,False,16,a,5,97,0.0,0,163627,431,110254,170,0.0,0.0,Connolly,0
1,4,294,100,100,6,56981,0,0,-1,1,186.5,0,0,2,1.9,1.9,1,Joe,2.4,36,0,54.9,94,False,318.8,0,0,0,0,1768,,2018-12-26T14:01:16Z,44,0,0,0,56981.jpg,2.7,0,0,Bennett,0.4,False,3,a,5,97,43.0,54,52637,9,51044,20,0.5,12.3,Bennett,2
0,0,99,100,75,2,38716,0,0,-1,1,21.9,0,0,2,1.3,1.0,0,Lee,1.8,12,0,15.5,95,False,126.6,0,0,0,0,642,,2019-02-25T12:01:21Z,39,0,0,0,38716.jpg,1.9,0,0,Peltier,4.0,False,2,a,5,97,6.0,19,312620,214,304536,439,0.5,4.9,Peltier,1
0,0,11,100,100,0,73459,0,0,-1,1,1.5,0,0,2,-0.5,-0.5,0,Ashley Darel Jazz,0.0,4,0,1.5,96,False,12.2,0,0,0,0,97,,2018-11-02T12:01:13Z,39,0,0,0,73459.jpg,0.3,0,0,Richards,0.5,False,6,a,5,97,0.0,1,24694,43,47982,8,0.0,0.3,Jazz Richards,0
0,0,0,0,0,0,14927,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Greg,0.0,0,0,0.0,97,False,0.0,0,0,0,0,0,Contract expired,2018-07-09T09:22:51Z,40,0,0,0,14927.jpg,0.0,0,0,Halford,0.0,False,None,u,5,97,0.0,0,609,0,1555,0,0.0,0.0,Halford,0
0,0,180,100,100,4,104073,0,0,-4,4,393.8,0,0,3,1.1,1.1,0,Joe,1.6,33,0,76.9,98,False,222.4,0,0,0,0,1574,,2018-10-06T17:31:14Z,46,0,1,0,104073.jpg,1.6,1,0,Ralls,0.1,False,8,a,5,97,155.0,35,9268,2,24262,8,0.3,7.6,Ralls,3
1,1,138,100,100,4,49806,0,0,-5,5,183.1,0,0,3,0.3,0.3,2,David Junior,0.8,38,2,63.4,99,False,169.6,0,0,0,0,1510,,2018-10-06T14:01:16Z,50,0,0,0,49806.jpg,2.3,0,0,Hoilett,0.1,False,33,a,5,97,288.0,53,5984,2,22392,5,0.2,10.6,Hoilett,4
0,1,99,25,25,2,76360,0,0,-2,2,99.7,0,0,3,0.4,0.4,2,Nathaniel,2.0,10,1,36.5,100,False,123.6,0,0,0,0,502,,2018-08-25T18:01:15Z,48,0,0,0,76360.jpg,2.1,0,0,Mendez-Laing,0.0,False,19,a,5,97,140.0,25,1961,1,4292,1,0.4,5.2,Mendez-Laing,0
2,4,221,100,100,5,122797,0,0,-5,5,310.8,1,0,3,1.7,1.7,1,Callum,2.2,41,4,111.4,101,False,266.4,0,0,0,0,1956,,2018-12-29T15:01:17Z,50,0,0,0,122797.jpg,3.1,0,0,Paterson,0.8,False,13,a,5,97,539.0,78,172521,21,141291,231,0.4,15.6,Paterson,4
1,3,197,100,100,5,49845,0,0,-1,1,151.4,1,0,3,1.9,1.9,2,Aron,2.4,26,1,55.6,102,False,265.8,0,0,0,0,1449,,2018-10-20T16:31:16Z,44,0,0,0,49845.jpg,2.7,0,0,Gunnarsson,0.9,False,17,a,5,97,139.0,48,84287,38,103075,88,0.5,10.9,Gunnarsson,3
0,0,0,0,0,0,40451,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Anthony,0.0,0,0,0.0,103,False,0.0,0,0,0,0,0,Not in Squad,2018-09-06T06:33:08Z,44,0,0,0,40451.jpg,0.0,0,0,Pilkington,0.1,False,None,u,5,97,0.0,0,2539,0,12095,1,0.0,0.0,Pilkington,0
0,0,6,None,None,0,54527,0,0,-2,2,1.0,0,0,3,-0.5,-0.5,0,Loïc,0.0,2,0,0.9,104,False,0.6,0,0,0,0,21,,None,43,0,0,0,54527.jpg,1.0,0,0,Damour,0.1,False,20,a,5,97,8.0,2,4314,9,5339,4,0.0,0.5,Damour,0
0,0,58,100,100,0,75826,0,0,-2,2,56.7,0,0,3,-0.3,-0.3,1,Danny,0.2,11,1,18.3,105,False,60.2,0,0,0,0,331,,2018-12-07T12:31:15Z,43,0,0,0,75826.jpg,1.7,0,0,Ward,0.2,False,9,a,5,97,69.0,19,36160,7,44277,13,0.0,4.4,Ward,0
0,1,116,100,100,5,114245,0,0,-2,2,147.1,0,0,3,0.3,0.3,0,Josh,0.8,24,3,79.4,106,False,195.6,0,0,0,0,1306,,2019-02-01T13:31:21Z,48,0,0,0,114245.jpg,2.5,0,0,Murphy,0.3,False,11,a,5,97,459.0,55,64336,4,67102,20,0.2,11.5,Murphy,1
1,2,57,100,100,1,82078,0,0,-4,4,95.5,0,0,4,2.3,2.3,2,Kenneth,2.8,13,1,39.4,107,False,80.0,0,0,0,0,438,,2018-12-27T20:31:17Z,46,0,0,0,82078.jpg,1.9,0,0,Zohore,0.6,False,10,a,5,97,219.0,23,47991,298,57118,82,0.6,5.0,Zohore,1
0,0,0,0,0,0,114054,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Omar,0.0,0,0,0.0,108,False,0.0,0,0,0,0,0,Season-long loan to Birmingham City,2018-08-08T08:43:30Z,45,0,0,0,114054.jpg,0.0,0,0,Bogle,0.1,False,30,u,5,97,0.0,0,1705,2,12042,0,0.0,0.0,Bogle,0
0,0,13,0,0,0,45196,0,0,-1,1,1.5,0,0,4,0.0,0.0,0,Gary,0.0,3,0,1.0,109,False,2.0,0,0,0,0,32,Season-long to Sheffield United,2019-01-08T09:31:17Z,44,0,0,0,45196.jpg,1.0,0,0,Madine,0.9,False,24,u,5,97,8.0,5,95903,7,127717,34,0.0,1.1,Madine,0
3,7,220,None,None,3,96994,0,0,-3,3,162.0,2,0,4,3.3,3.3,2,Bobby,3.8,24,4,69.3,110,False,239.6,0,0,0,0,1156,,None,52,0,0,0,96994.jpg,3.1,0,0,Reid,1.3,False,14,a,5,97,296.0,66,155377,344,121487,273,0.7,12.7,Reid,0
0,0,18,100,0,2,113688,0,0,-5,5,61.8,0,0,4,1.1,0.0,0,Oumar,1.6,6,0,24.8,176,False,31.6,0,0,0,0,427,,2019-02-22T22:31:20Z,50,0,0,0,113688.jpg,1.5,0,0,Niasse,0.4,False,29,a,5,97,156.0,15,28832,7,57731,67,0.3,3.0,Niasse,0
0,0,72,100,100,1,80792,0,0,-3,3,69.7,0,0,2,-0.5,-0.5,0,Greg,0.0,17,0,19.6,467,False,106.4,0,0,0,0,630,,2018-12-22T16:31:16Z,42,0,0,0,80792.jpg,1.3,0,0,Cunninghamm,0.0,False,18,a,5,97,19.0,9,1523,1,4586,0,0.0,2.1,Cunningham,3
3,4,281,75,75,6,175946,0,0,1,-1,590.8,1,0,3,0.2,0.2,0,Víctor,0.8,43,3,120.0,504,False,372.8,0,0,0,0,1889,Calf injury - 75% chance of playing,2019-02-25T12:01:21Z,46,0,0,0,175946.jpg,3.2,0,0,Camarasa,2.3,False,21,d,5,97,235.0,73,362746,42,240254,745,0.2,15.9,Camarasa,5
1,0,77,100,100,1,78911,0,0,0,0,87.7,0,0,3,-0.3,-0.3,0,Kadeem,0.2,6,1,26.0,535,False,85.2,0,0,0,0,355,,2019-01-06T17:01:16Z,45,0,0,0,78911.jpg,1.9,0,0,Harris,0.0,False,23,a,5,97,87.0,23,2762,0,2365,1,0.0,5.1,Harris,1
0,0,0,None,None,0,10589,0,0,0,0,0.0,0,0,1,-0.5,-0.5,0,Brian,0.0,0,0,0.0,537,False,0.0,0,0,0,0,0,,None,40,0,0,0,10589.jpg,0.0,0,0,Murphy,0.2,False,28,a,5,97,0.0,0,15300,2,9057,4,0.0,0.0,Brian Murphy,0
0,0,1,None,None,0,131403,0,0,0,0,0.3,0,0,4,-0.5,-0.5,0,Rhys,0.0,0,0,0.2,573,False,1.2,0,0,0,0,17,,None,45,0,0,0,131403.jpg,1.0,0,0,Healey,0.1,False,32,a,5,97,0.0,1,10143,27,4916,19,0.0,0.2,Healey,0
0,0,23,None,None,0,74297,0,0,0,0,15.5,0,0,2,0.0,0.0,0,Leandro,0.5,9,0,5.6,589,False,23.0,0,0,0,0,212,,None,45,0,0,0,74297.jpg,0.5,0,0,Bacuna,0.0,False,None,a,5,97,18.0,2,417,2,128,1,0.1,0.4,Bacuna,1
